"Code","Title","Platform","Is Low Cost","Is Missed Opportunity","Judgement","Impact","Impact Score","Notes","Topic","Review Tool Link","Selected scenarios"
"#1666D","Consider Having a “Best Sellers” Category","Desktop","No","No","Not Applicable",,,"","Desktop Web > Homepage & Category Navigation > Category Taxonomy & Intermediary Category Pages","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/c04bf751/assessments/hDIt1oMT9","No ""Best Sellers"" category is available"
"#251D","Consider Having a ""New In"" Filter-Based Category","Desktop","No","Yes","Not Applicable",,,"","Desktop Web > Homepage & Category Navigation > Category Taxonomy & Intermediary Category Pages","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/c04bf751/assessments/BDLt7RW9r","No ""New Arrivals"" option present"
"#341D","Support Users Searching for Compatible Products ","Desktop","No","No","Not Applicable",,,"","Desktop Web > On-Site Search > Search Query Types","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/11fdb079/assessments/6uem-PThc","""Compatibility"" search is not relevant to the industry"
"#338D","Offer Solutions and Remedies for ""Symptom"" Search Terms","Desktop","No","No","Not Applicable",,,"","Desktop Web > On-Site Search > Search Query Types","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/11fdb079/assessments/__V5FV8gr","No products that may serve as a solution to the specific problem are sold"
"#404D","Avoid Slowing or Distracting Users Interacting with Autocomplete","Desktop","No","No","Not Applicable",,,"","Desktop Web > On-Site Search > Search Form & Autocomplete","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/958a2f67/assessments/aabZP7nc","No search autocomplete search feature is present"
"#361D","Include Category Scope Suggestions in Autocomplete When Relevant","Desktop","No","Yes","Not Applicable",,,"","Desktop Web > On-Site Search > Search Form & Autocomplete","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/958a2f67/assessments/xh9qPygX","This is a small-catalog site"
"#356D","Prioritize and Visually Distinguish Query Autocomplete Suggestions from Product Suggestions","Desktop","Yes","No","Not Applicable",,,"","Desktop Web > On-Site Search > Search Form & Autocomplete","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/958a2f67/assessments/0xBil813","Only product suggestions are shown "
"#369D","Always Copy the Autocomplete Suggestion Selected by the Keyboard to the Search Field","Desktop","No","Yes","Not Applicable",,,"","Desktop Web > On-Site Search > Search Form & Autocomplete","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/958a2f67/assessments/_PjM9WUN","No autocomplete search suggestions are shown"
"#368D","Avoid Redundant and Irrelevant Autocomplete Suggestions","Desktop","No","Yes","Not Applicable",,,"","Desktop Web > On-Site Search > Search Form & Autocomplete","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/958a2f67/assessments/Qrab3WiB","Only product suggestions are available"
"#386D","Adjust Product Thumbnails to Match the Color Searched For","Desktop","No","No","Not Applicable",,,"","Desktop Web > On-Site Search > Search Results Layout & Filtering","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/b183a8b5/assessments/WE4CPxgL","No products with color variations are available"
"#421D","Combine Variations of Products in One Item in Product Lists and Search Results","Desktop","No","Yes","Not Applicable",,,"","Desktop Web > Product Lists & Filtering > List Layout","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/b11922f0/assessments/Rtsuho_sr","No product variations and/or no visual product variations are present"
"#2269D","Always Use a “List View” for Product Lists and Search Results Containing Spec-Heavy Product Types","Desktop","No","No","Not Applicable",,,"","Desktop Web > Product Lists & Filtering > List Layout","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/b11922f0/assessments/am7zvutm","Not only spec-driven products are being sold"
"#533D","Dynamically Adapt Product List and Search Results Layouts to a “List View” or “Grid View” for Mixed Product Catalogs","Desktop","No","Yes","Not Applicable",,,"","Desktop Web > Product Lists & Filtering > List Layout","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/b11922f0/assessments/dpwJFDNOnd","No mixed product catalog is present"
"#2167D","Avoid ""Endless Scrolling"" as a Product-Loading Schema","Desktop","No","No","Not Applicable",,,"","Desktop Web > Product Lists & Filtering > List Layout","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/b11922f0/assessments/2tu5h8vv","No ""Endless Scrolling"" is used to load additional products"
"#501D","Consider Using “Load More” as the Loading Schema For Product Lists and Search Results","Desktop","No","Yes","Not Yet Rated",,,,"Desktop Web > Product Lists & Filtering > List Layout","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/b11922f0/assessments/LAdD-0N07",
"#504D","If Using “Pagination” as the Loading Schema, Ensure Pagination Links Are Highly Visible and Easy to Select ","Desktop","No","No","Not Applicable",,,"","Desktop Web > Product Lists & Filtering > List Layout","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/b11922f0/assessments/nzJH4whLN","No ""Pagination"" is used to load additional products"
"#452D","Always Show Prices in Product List Items And Search Results","Desktop","Yes","No","Not Applicable",,,"","Desktop Web > Product Lists & Filtering > List Item Info & Thumbnails","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/bd16800a/assessments/mBLMO0T2F",""
"#2369D","If an Extended Delivery Date Isn’t Available, Always Inform Users in Product Lists And Search Results if Items Are “Out of Stock”","Desktop","No","No","Not Applicable",,,"","Desktop Web > Product Lists & Filtering > List Item Info & Thumbnails","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/bd16800a/assessments/hekuh6ll",""
"#528D","Consider Providing an Extended Delivery Date in Product List Items And Search Results for Products Temporarily ""Out of Stock""","Desktop","No","Yes","Not Applicable",,,"","Desktop Web > Product Lists & Filtering > List Item Info & Thumbnails","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/bd16800a/assessments/2kF5k_OtDr",""
"#448D","Always Make Separate List Item Info Elements in Product Lists And Search Results Visually Distinct","Desktop","No","No","Not Applicable",,,"","Desktop Web > Product Lists & Filtering > List Item Info & Thumbnails","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/bd16800a/assessments/L0shNF_5H","Only simple product information present"
"#2284D","Always Include the User Ratings Average in List Items And Search Results","Desktop","No","No","Not Applicable",,,"","Desktop Web > Product Lists & Filtering > List Item Info & Thumbnails","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/bd16800a/assessments/g1lvmh74","No user reviews are supported"
"#441D","Always Show the Number of User Ratings in List Items","Desktop","No","No","Not Applicable",,,"","Desktop Web > Product Lists & Filtering > List Item Info & Thumbnails","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/bd16800a/assessments/guGg_iO14","No user reviews are supported"
"#446D","Display ""Price Per Unit"" For Multiquantity Items","Desktop","No","No","Not Applicable",,,"","Desktop Web > Product Lists & Filtering > List Item Info & Thumbnails","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/bd16800a/assessments/MurOOJnEn","No products come in multiple quantities"
"#445D","Always Ensure Thumbnails in Product Lists Or Search Results Make It Clear the Quantity of Products Included in Multipack Items","Desktop","No","Yes","Not Applicable",,,"","Desktop Web > Product Lists & Filtering > List Item Info & Thumbnails","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/bd16800a/assessments/SlvAlFRIFM","No multipack items are available"
"#2323D","Consider Using an “Included Accessories” Thumbnail in Relevant List Items and Search Results","Desktop","No","No","Not Applicable",,,"","Desktop Web > Product Lists & Filtering > List Item Info & Thumbnails","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/bd16800a/assessments/er5vk2u4",""
"#450D","Always Use Swatches to Indicate Color Variations in List Items","Desktop","No","No","Not Applicable",,,"There are no colors for viewing on the landing pages of the individual models, or the choice between different colors is not mentioned","Desktop Web > Product Lists & Filtering > List Item Features","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/7f36e7e2/assessments/vHi-U7BGN5","No products are available in color variations"
"#447D","Consider Using Labels and Badges to Selectively Highlight Unique Purchasing Attributes in List Items","Desktop","No","No","Not Applicable",,,"","Desktop Web > Product Lists & Filtering > List Item Features","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/7f36e7e2/assessments/kZQNK8ylm","No labels are used"
"#2142D","Facilitate Scanning Of Comparison Tables","Desktop","No","No","Not Applicable",,,"","Desktop Web > Product Lists & Filtering > List Item Features","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/7f36e7e2/assessments/3ykv5tmp","No comparison feature is available"
"#2145D","Ensure Product Data Used for Comparison Tables Is Complete","Desktop","No","No","Not Applicable",,,"","Desktop Web > Product Lists & Filtering > List Item Features","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/7f36e7e2/assessments/xh738o01","No comparison feature is available"
"#2148D","Provide Inline Help in Comparison Features for Technical Specs","Desktop","No","No","Not Applicable",,,"","Desktop Web > Product Lists & Filtering > List Item Features","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/7f36e7e2/assessments/n6dxmzyi","No comparison feature is available"
"#1191D","Have a “Sales” or “Deals” Filter Type","Desktop","No","No","Not Applicable",,,"","Desktop Web > Product Lists & Filtering > Filtering: Available Filters, Scope & Logic","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/7cbc22d0/assessments/--fdd1TWq","Sales or deals are not available in the product catalog at all"
"#417D","Allow Users to Filter by “Product Status” Where Relevant","Desktop","No","Yes","Not Applicable",,,"","Desktop Web > Product Lists & Filtering > Filtering: Available Filters, Scope & Logic","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/7cbc22d0/assessments/kOVTCmDIG","No product status information is provided for products"
"#470D","Truncate Lists of More than 4–8 Filter Options on Desktop","Desktop","No","Yes","Not Applicable",,,"","Desktop Web > Product Lists & Filtering > Filtering: Available Filters, Scope & Logic","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/7cbc22d0/assessments/TZla9vzBP","No filters present"
"#2539D","Order Long Lists of Filter Options Alphabetically","Desktop","No","No","Not Applicable",,,"","Desktop Web > Product Lists & Filtering > Filtering: Available Filters, Scope & Logic","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/7cbc22d0/assessments/8clazii0","No filters are available"
"#427D","Always Allow Users to Combine Multiple Filter Options of the Same Filter Type","Desktop","No","No","Not Applicable",,,"","Desktop Web > Product Lists & Filtering > Filtering: Available Filters, Scope & Logic","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/7cbc22d0/assessments/lzA_PhfB3v","No filters are available"
"#433D","Always Explain Industry-Specific Filters","Desktop","Yes","No","Not Applicable",,,"","Desktop Web > Product Lists & Filtering > Filtering: Available Filters, Scope & Logic","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/7cbc22d0/assessments/x5ZIzGFMh","No industry-specific filters are present"
"#511D","Always Allow Users to Sort Product Lists and Search Results by “Price”, “User Rating”, “Best-Selling”, and “Newest”","Desktop","No","Yes","Not Applicable",,,"","Desktop Web > Product Lists & Filtering > Sorting","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/f22416b8/assessments/hO9Mow3FbQ","No sorting feature is available at all · Sorting feature is not relevant "
"#513D","Always Use “Low to High” Terminology for Sorting by ""Price"" ","Desktop","Yes","No","Not Applicable",,,"","Desktop Web > Product Lists & Filtering > Sorting","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/f22416b8/assessments/xmVG7l8f3","No price sorting is available or there is no sorting feature at all"
"#521D","Always Display the Current Sort Order in the Sorting Drop-Down","Desktop","Yes","No","Not Applicable",,,"","Desktop Web > Product Lists & Filtering > Sorting","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/f22416b8/assessments/S7dTn-2mZ","No sorting feature is available at all"
"#517D","Use Both Ratings Average and Number of Ratings when Sorting by ""User Ratings""","Desktop","No","Yes","Not Applicable",,,"","Desktop Web > Product Lists & Filtering > Sorting","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/f22416b8/assessments/GlUMfXyfn","No sorting feature is available or no user ratings exist"
"#751D","""Vertically Collapsed Sections"" Can Work as a PDP Layout if Used for All Content Sections","Desktop","No","No","Not Applicable",,,"","Desktop Web > Product Page > Product Page Layout","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e7014c51/assessments/V9HPrNEt","No ""Vertically Collapsed Sections"" are used as the product details page layout"
"#753D","Avoid ‘Horizontal Tabs’ as the PDP Layout","Desktop","No","No","Not Applicable",,,"","Desktop Web > Product Page > Product Page Layout","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e7014c51/assessments/UjPlMryo","No ""Horizontal Tabs"" are used as the product details page layout"
"#758D","‘One Long Page’ Can Work as a PDP Layout, but Only with a ‘Sticky TOC’","Desktop","No","No","Not Applicable",,,"","Desktop Web > Product Page > Product Page Layout","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e7014c51/assessments/w0MrxKXk","No ""One Long Page with Sticky Table of Contents"" is used as the product details page layout"
"#784D","Important Implementation Details for a ‘Sticky TOC’","Desktop","No","No","Not Applicable",,,"","Desktop Web > Product Page > Product Page Layout","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e7014c51/assessments/xhMXrpSo","No ""One Long Page with Sticky Table of Contents"" is used as the product details page layout"
"#745D","Always Provide an “Included Accessories” Image for Relevant Products","Desktop","No","No","Not Applicable",,,"","Desktop Web > Product Page > Product Images: Gallery UI, Videos & 360-Views","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/eed1a4c0/assessments/ZM7Ljw4i","No products that include any accessories in the price are sold"
"#2510D","Always Provide a ""Dimensions"" Image for Relevant Products","Desktop","No","No","Not Applicable",,,"","Desktop Web > Product Page > Product Images: Gallery UI, Videos & 360-Views","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/eed1a4c0/assessments/7t62ei9e","No products are presented for which exact measurements are typically required"
"#791D","Style the Primary “Add to Cart” Button to Be Unique and Prominent","Desktop","Yes","No","Not Applicable",,,"","Desktop Web > Product Page > The ""Buy"" Section, Shipping & Returns","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/512a3f5e/assessments/I_C5XmzE",""
"#795D","Allow Users to Purchase “Out of Stock” Products by Increasing the Delivery Time","Desktop","No","Yes","Not Applicable",,,"","Desktop Web > Product Page > The ""Buy"" Section, Shipping & Returns","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/512a3f5e/assessments/nw6_NbuX",""
"#792D","Style Product Price to Be Highly Visible","Desktop","Yes","No","Not Applicable",,,"","Desktop Web > Product Page > The ""Buy"" Section, Shipping & Returns","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/512a3f5e/assessments/8sYwGSeQ",""
"#825D","Provide a “Total Order Cost” Estimate Near the “Buy” Section ","Desktop","No","Yes","Not Applicable",,,"","Desktop Web > Product Page > The ""Buy"" Section, Shipping & Returns","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/512a3f5e/assessments/ICcAuZRh",""
"#826D","Make the Essential Conditions for “Free Shipping” Offers Visible by Default","Desktop","No","No","Not Applicable",,,"","Desktop Web > Product Page > The ""Buy"" Section, Shipping & Returns","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/512a3f5e/assessments/kaxvnCpT",""
"#803D","Display or Link to the Return Policy from the Main Product Page Content","Desktop","Yes","Yes","Not Applicable",,,"","Desktop Web > Product Page > The ""Buy"" Section, Shipping & Returns","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/512a3f5e/assessments/6O19pa5h",""
"#802D","Provide an Estimated Delivery Date or Range Near the “Buy” Section","Desktop","No","Yes","Not Applicable",,,"","Desktop Web > Product Page > The ""Buy"" Section, Shipping & Returns","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/512a3f5e/assessments/Q_9Gifmt",""
"#1501D","Make Return Policies Easy to Read and Understand","Desktop","No","No","Not Applicable",,,"","Desktop Web > Product Page > The ""Buy"" Section, Shipping & Returns","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/512a3f5e/assessments/Jv7vxUU6o",""
"#840D","Explain or Define Most Specification Labels in the Spec Sheet","Desktop","No","Yes","Not Applicable",,,"","Desktop Web > Product Page > Product Descriptions, Specs & Variations","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/5dcd245b/assessments/5vAgHPoA","No spec sheet present"
"#835D","How to Improve the Scannability of the Spec Sheet","Desktop","No","Yes","Not Applicable",,,"","Desktop Web > Product Page > Product Descriptions, Specs & Variations","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/5dcd245b/assessments/XIdmmyOY","No spec sheet is available"
"#839D","Harmonize Vendor-Supplied Specs to Ensure Consistency and Uniformity","Desktop","No","No","Not Applicable",,,"","Desktop Web > Product Page > Product Descriptions, Specs & Variations","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/5dcd245b/assessments/CuZb2Y4d","No spec sheets are available"
"#857D","Always Append the “Unit of Measure” to All Numerical Spec Values","Desktop","No","No","Not Applicable",,,"","Desktop Web > Product Page > Product Descriptions, Specs & Variations","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/5dcd245b/assessments/0ySVSM00","No spec sheet is available"
"#849D","Always Use Swatches as the Selector for Color Variations","Desktop","No","No","Not Applicable",,,"","Desktop Web > Product Page > Product Descriptions, Specs & Variations","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/5dcd245b/assessments/PbbLzHSz","Products do not come in different color variations"
"#2676D","Always Provide Detailed Assembly Information for Furniture Products","Desktop","No","No","Not Applicable",,,"","Desktop Web > Product Page > Product Descriptions, Specs & Variations","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/5dcd245b/assessments/7wchp36e","No furniture products that may require assembly are available"
"#819D","Display Warranty Upgrades Directly on the Product Details Page","Desktop","No","No","Not Applicable",,,"","Desktop Web > Product Page > Cross-Sells & Auxiliary Content","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/2d6f2402/assessments/TF-u4e0E","No extended service plans and/or warranty upgrades are suggested"
"#743D","Never Have an Account Wall for Submitting Product Reviews","Desktop","No","Yes","Not Applicable",,,"","Desktop Web > Product Page > User Reviews","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/6b203d0b/assessments/y0Ixs0Xv","No user reviews are supported"
"#750D","Provide a Ratings Distribution Chart at the Top of the Review Section","Desktop","No","No","Not Applicable",,,"","Desktop Web > Product Page > User Reviews","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/6b203d0b/assessments/T0OMNDwY","No user reviews are supported"
"#749D","Implement Ratings Distribution Chart  ‘Stars’ as Filters","Desktop","No","No","Not Applicable",,,"","Desktop Web > Product Page > User Reviews","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/6b203d0b/assessments/Fj7STPs7","No user reviews are supported"
"#748D","Request Only Highly Relevant Personal Reviewer Info in Review Submission Forms","Desktop","No","Yes","Not Applicable",,,"","Desktop Web > Product Page > User Reviews","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/6b203d0b/assessments/ApUtoSex","No user reviews are supported"
"#1127D","Make the Reviews Sort Tool Prominent and Easily Findable","Desktop","No","No","Not Applicable",,,"","Desktop Web > Product Page > User Reviews","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/6b203d0b/assessments/fsiXM7JWo8","No user reviews are supported"
"#786D","Display a Clickable Ratings Average at the Top of the Product Page","Desktop","Yes","No","Not Applicable",,,"","Desktop Web > Product Page > User Reviews","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/6b203d0b/assessments/bO_fFg_xZ","No user reviews are supported"
"#1161D","Provide Key Review Attributes","Desktop","No","No","Not Applicable",,,"","Desktop Web > Product Page > User Reviews","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/6b203d0b/assessments/Ztsxy-pg2","No user reviews are supported"
"#603D","Always Provide a Clear Path to “View Cart” in “Added to Cart” Confirmations ","Desktop","No","No","Not Applicable",,,"","Desktop Web > Cart & Checkout > Shopping Cart","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/8cf11503/assessments/c5PZCVEq",""
"#1490D","Always Feature Essential Product Details and the Product Thumbnail In the “Added to Cart” Overlay","Desktop","No","No","Not Applicable",,,"","Desktop Web > Cart & Checkout > Shopping Cart","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/8cf11503/assessments/cfJrRclAF",""
"#2157D","Persist Cart Contents and Inform Users of any Changes to Cart Items","Desktop","No","No","Not Applicable",,,"","Desktop Web > Cart & Checkout > Shopping Cart","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/8cf11503/assessments/47w4wah7",""
"#732D","Always Provide the Full Order Cost, or an Estimate, in the Cart","Desktop","No","Yes","Not Applicable",,,"","Desktop Web > Cart & Checkout > Shopping Cart","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/8cf11503/assessments/LiIsWfAy",""
"#2320D","Always Integrate “Free Shipping” Information in the Cart Order Cost Summary","Desktop","No","No","Not Applicable",,,"","Desktop Web > Cart & Checkout > Shopping Cart","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/8cf11503/assessments/kmwf4z3u",""
"#622D","Provide a “Save for Later” Feature in the Cart","Desktop","No","Yes","Not Applicable",,,"","Desktop Web > Cart & Checkout > Shopping Cart","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/8cf11503/assessments/Ne3x3Cvl",""
"#2151D","Use Buttons or Buttons Plus an Open Text Field for Updating Cart Quantity","Desktop","No","No","Not Applicable",,,"","Desktop Web > Cart & Checkout > Shopping Cart","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/8cf11503/assessments/m35m3a0o",""
"#2160D","Always Link Cart Items to Their Product Pages","Desktop","No","No","Not Applicable",,,"","Desktop Web > Cart & Checkout > Shopping Cart","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/8cf11503/assessments/odeqnbhj",""
"#2139D","Avoid Overly Prominent Ads in the Cart","Desktop","No","No","Not Applicable",,,"","Desktop Web > Cart & Checkout > Shopping Cart","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/8cf11503/assessments/59ys4ydb",""
"#637D","Always Provide Users with a ""Guest Checkout"" Option","Desktop","No","No","Not Yet Rated",,,,"Desktop Web > Cart & Checkout > Account Selection & Creation","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e21cf75b/assessments/G1ae2h5p",
"#652D","Make ""Guest Checkout"" the Most Prominent Option","Desktop","No","Yes","Not Yet Rated",,,,"Desktop Web > Cart & Checkout > Account Selection & Creation","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e21cf75b/assessments/MVsSkCqL",
"#677D","Avoid Unnecessarily Complex Password-Creation Requirements","Desktop","No","Yes","Not Yet Rated",,,,"Desktop Web > Cart & Checkout > Account Selection & Creation","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e21cf75b/assessments/xMJLNc6c",
"#676D","Display All Password-Creation Requirements Upfront","Desktop","Yes","No","Not Yet Rated",,,,"Desktop Web > Cart & Checkout > Account Selection & Creation","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e21cf75b/assessments/ccBXKNnZ",
"#665D","Always Allow Users to “Show Password”","Desktop","Yes","No","Not Yet Rated",,,,"Desktop Web > Cart & Checkout > Account Selection & Creation","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e21cf75b/assessments/v-AVChChO",
"#2263D","Consider Providing an Option for Text Message Order Notifications","Desktop","No","No","Not Applicable",,,"","Desktop Web > Cart & Checkout > User Information & Address","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/62560cfd/assessments/fdbi214u","No option to receive text message order notifications is present"
"#627D","Highlight the Address Validator's Suggested Changes","Desktop","No","No","Not Applicable",,,"","Desktop Web > Cart & Checkout > User Information & Address","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/62560cfd/assessments/0r9ctDY-y","No address validation error is returned after entering an incorrect address"
"#629D","Autocorrect Minor Address Errors","Desktop","No","No","Not Applicable",,,"","Desktop Web > Cart & Checkout > User Information & Address","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/62560cfd/assessments/LVeQLj-DH","No address validator is available"
"#544D","Always Provide Costs Upfront for Every Shipping Option in the Shipping-Selection Interface","Desktop","No","No","Not Yet Rated",,,,"Desktop Web > Cart & Checkout > Shipping & Fulfillment","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e5503288/assessments/DQXLdeMF",
"#547D","Present All Shipping Options Directly on the Page","Desktop","No","Yes","Not Yet Rated",,,,"Desktop Web > Cart & Checkout > Shipping & Fulfillment","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e5503288/assessments/f4MhJCKH",
"#2278D","Clearly Associate Each Shipping Option with Its Relevant Cost and Delivery Details ","Desktop","No","No","Not Yet Rated",,,,"Desktop Web > Cart & Checkout > Shipping & Fulfillment","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e5503288/assessments/q7078hgf",
"#543D","Use “Delivery Date” Instead of “Delivery Speed”","Desktop","No","No","Not Yet Rated",,,,"Desktop Web > Cart & Checkout > Shipping & Fulfillment","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e5503288/assessments/d2I-GHaq",
"#548D","Show Order Cutoff Time as a Countdown","Desktop","Yes","Yes","Not Yet Rated",,,,"Desktop Web > Cart & Checkout > Shipping & Fulfillment","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e5503288/assessments/T6WKX9EQ",
"#632D","Include All Fulfillment Options in the Shipping-Selector Interface","Desktop","No","Yes","Not Yet Rated",,,,"Desktop Web > Cart & Checkout > Shipping & Fulfillment","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e5503288/assessments/ojBtrLUu",
"#631D","Always Fully Describe Alternative Fulfillment Options","Desktop","No","No","Not Yet Rated",,,,"Desktop Web > Cart & Checkout > Shipping & Fulfillment","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e5503288/assessments/YzoyhZM4",
